geo_name,geo_sumlevel,geo_id,total_reimbursements_b_2010,total_reimbursements_b_2011,total_reimbursements_b_2012,total_reimbursements_b_2013,total_reimbursements_b_2014
"Yoakum County, TX",county,05000US48501,10867,10790,10972,11084,11217
"Young County, TX",county,05000US48503,12825,12528,12148,11928,12500
"Zapata County, TX",county,05000US48505,15659,12804,11650,11607,11922
"Zavala County, TX",county,05000US48507,11172,10020,11416,11429,10866
"Beaver County, UT",county,05000US49001,7439,8114,7858,8213,7720
"Box Elder County, UT",county,05000US49003,8024,7693,8163,8231,8351
"Cache County, UT",county,05000US49005,8084,8277,8155,7829,8316
"Carbon County, UT",county,05000US49007,8157,8116,7900,8835,9106
"Daggett County, UT",county,05000US49009,5755,7281,9457,10004,11061
"Davis County, UT",county,05000US49011,8631,8860,8870,8697,8638
"Duchesne County, UT",county,05000US49013,7000,8334,7305,6356,6363
"Emery County, UT",county,05000US49015,9027,7390,8343,8084,8711
"Garfield County, UT",county,05000US49017,8653,8241,8382,7956,6926
"Grand County, UT",county,05000US49019,6448,6709,5909,7454,7494
"Iron County, UT",county,05000US49021,8514,8141,7902,8660,8109
"Juab County, UT",county,05000US49023,9318,9486,10201,10428,9349
"Kane County, UT",county,05000US49025,8597,7730,7694,8003,6894
"Millard County, UT",county,05000US49027,7567,7389,8830,8317,8497
"Morgan County, UT",county,05000US49029,7699,7678,8232,7044,10097
"Piute County, UT",county,05000US49031,8694,7712,6660,5151,6426
"Rich County, UT",county,05000US49033,8327,7657,6590,8242,8567
"Salt Lake County, UT",county,05000US49035,8773,9004,8924,8900,8873
"San Juan County, UT",county,05000US49037,8257,8267,9532,8265,9551
"Sanpete County, UT",county,05000US49039,9178,8898,8702,8193,8870
"Sevier County, UT",county,05000US49041,8747,8709,8869,8129,8107
"Summit County, UT",county,05000US49043,8090,7887,8322,8470,8512
"Tooele County, UT",county,05000US49045,9149,8934,9188,9040,9507
"Uintah County, UT",county,05000US49047,7321,6836,7463,6867,6973
"Utah County, UT",county,05000US49049,9493,9647,9636,9382,9170
"Wasatch County, UT",county,05000US49051,7979,8317,7706,7763,8014
"Washington County, UT",county,05000US49053,8919,8639,8697,8395,8435
"Wayne County, UT",county,05000US49055,6945,7990,6906,8211,7557
"Weber County, UT",county,05000US49057,8688,8816,8647,8649,9060
"Addison County, VT",county,05000US50001,7213,7078,7337,8366,7668
"Bennington County, VT",county,05000US50003,7803,7917,8363,8506,8728
"Caledonia County, VT",county,05000US50005,6628,6627,6702,7240,6579
"Chittenden County, VT",county,05000US50007,6642,6656,7007,7234,7303
"Essex County, VT",county,05000US50009,7243,6472,6776,6908,6539
"Franklin County, VT",county,05000US50011,7289,7609,7566,7719,7632
"Grand Isle County, VT",county,05000US50013,5839,6507,7014,6722,7030
"Lamoille County, VT",county,05000US50015,6702,7101,6909,6697,7085
"Orange County, VT",county,05000US50017,7222,7430,7087,7909,7999
"Orleans County, VT",county,05000US50019,6664,6749,7317,7286,6747
"Rutland County, VT",county,05000US50021,8299,8245,8666,8453,8418
"Washington County, VT",county,05000US50023,7064,6887,6841,7283,7512
"Windham County, VT",county,05000US50025,7960,7325,7402,7525,7610
"Windsor County, VT",county,05000US50027,7288,7866,7865,7975,8107
"Accomack County, VA",county,05000US51001,8730,8918,9251,8881,8676
"Albemarle County, VA",county,05000US51003,7945,7842,7890,7921,7685
"Alleghany County, VA",county,05000US51005,9784,10407,9414,10238,10032
"Amelia County, VA",county,05000US51007,9513,9711,9401,9450,8599
"Amherst County, VA",county,05000US51009,8343,8844,8778,8285,8311
"Appomattox County, VA",county,05000US51011,9634,8705,8359,8941,9087
"Arlington County, VA",county,05000US51013,7753,7965,7629,7823,7469
"Augusta County, VA",county,05000US51015,8000,8180,8202,8480,8616
"Bath County, VA",county,05000US51017,9683,9930,11012,10928,10061
"Bedford County, VA",county,05000US51019,7558,7714,8201,8135,8206
"Bland County, VA",county,05000US51021,11364,12749,11409,10409,10566
"Botetourt County, VA",county,05000US51023,8269,8264,8094,7556,8090
"Brunswick County, VA",county,05000US51025,8604,8996,9336,8732,7886
"Buchanan County, VA",county,05000US51027,9350,10703,11132,10956,11118
"Buckingham County, VA",county,05000US51029,8454,7883,7900,8239,7649
"Campbell County, VA",county,05000US51031,8458,8432,8297,8545,8798
"Caroline County, VA",county,05000US51033,9210,9075,9140,8358,8455
"Carroll County, VA",county,05000US51035,9002,9406,9582,9881,9549
"Charles City County, VA",county,05000US51036,7763,7095,7475,7554,7551
"Charlotte County, VA",county,05000US51037,7285,8952,8256,8460,7918
"Chesterfield County, VA",county,05000US51041,8533,8944,9171,9119,9062
"Clarke County, VA",county,05000US51043,8086,7406,8088,7584,7577
"Craig County, VA",county,05000US51045,9018,9165,9684,9312,9129
"Culpeper County, VA",county,05000US51047,8701,8910,8836,8791,8585
"Cumberland County, VA",county,05000US51049,7582,8333,8054,8126,8873
"Dickenson County, VA",county,05000US51051,11706,11311,11714,11385,10653
"Dinwiddie County, VA",county,05000US51053,9766,9541,9304,9759,8755
"Essex County, VA",county,05000US51057,8226,8597,9261,9611,8328
"Fairfax County, VA",county,05000US51059,7735,7911,7909,7859,7799
"Fauquier County, VA",county,05000US51061,8685,9056,8636,8906,9279
"Floyd County, VA",county,05000US51063,8325,7839,7732,8230,8531
"Fluvanna County, VA",county,05000US51065,7859,7545,8073,7991,8293
"Franklin County, VA",county,05000US51067,7917,8291,8465,8206,7718
"Frederick County, VA",county,05000US51069,8089,8242,7977,7985,7827
"Giles County, VA",county,05000US51071,9202,9165,9787,9381,8960
"Gloucester County, VA",county,05000US51073,7522,8000,8511,8632,9304
"Goochland County, VA",county,05000US51075,7667,8875,8285,8896,8452
"Grayson County, VA",county,05000US51077,9352,10196,9076,8718,9943
"Greene County, VA",county,05000US51079,8478,8908,9495,8532,8674
"Greensville County, VA",county,05000US51081,9952,9882,7805,9101,8743
"Halifax County, VA",county,05000US51083,8370,8064,8154,8352,8256
"Hanover County, VA",county,05000US51085,8903,9543,9274,9366,9431
"Henrico County, VA",county,05000US51087,8777,8852,8822,8884,8996
"Henry County, VA",county,05000US51089,8260,8176,8579,9067,8574
"Highland County, VA",county,05000US51091,6708,8165,8696,7683,7033
"Isle of Wight County, VA",county,05000US51093,8304,8271,8854,9088,8930
"James City County, VA",county,05000US51095,7922,8445,8415,8434,8499
"King and Queen County, VA",county,05000US51097,7982,7850,8044,8537,8871
"King George County, VA",county,05000US51099,8815,9907,9345,9388,9071
"King William County, VA",county,05000US51101,9083,9085,9055,9053,9492
"Lancaster County, VA",county,05000US51103,6720,7369,7281,7258,7043
"Lee County, VA",county,05000US51105,11260,11473,10936,10408,9810
"Loudoun County, VA",county,05000US51107,8421,8700,8573,8350,8272
"Louisa County, VA",county,05000US51109,7859,8076,8547,8902,7821
"Lunenburg County, VA",county,05000US51111,8386,7402,9122,8155,7585
"Madison County, VA",county,05000US51113,7622,7671,7783,8419,7366
"Mathews County, VA",county,05000US51115,7353,7899,7938,8817,8229
"Mecklenburg County, VA",county,05000US51117,8690,8589,8777,9000,8757
"Middlesex County, VA",county,05000US51119,7181,8633,8144,8088,8035
"Montgomery County, VA",county,05000US51121,8877,9116,8783,8972,8530
"Nelson County, VA",county,05000US51125,8439,8203,7643,7659,8101
"New Kent County, VA",county,05000US51127,8732,9054,8812,8413,9350
"Northampton County, VA",county,05000US51131,7679,8725,8964,8615,8415
"Northumberland County, VA",county,05000US51133,7116,7487,7803,7941,8057
"Nottoway County, VA",county,05000US51135,8849,9035,9910,8685,9650
"Orange County, VA",county,05000US51137,7736,8129,8766,8725,8334
"Page County, VA",county,05000US51139,8412,9592,8947,8953,9841
"Patrick County, VA",county,05000US51141,8609,8837,9669,8920,8571
"Pittsylvania County, VA",county,05000US51143,8055,8363,8510,8229,8280
"Powhatan County, VA",county,05000US51145,7853,8769,9511,9109,8891
"Prince Edward County, VA",county,05000US51147,8443,8645,8144,8176,8440
"Prince George County, VA",county,05000US51149,9414,9395,9696,9257,10267
"Prince William County, VA",county,05000US51153,8217,8647,8502,8280,8387
"Pulaski County, VA",county,05000US51155,10163,10640,11471,10313,9857
"Rappahannock County, VA",county,05000US51157,8460,8096,7820,8102,7781
"Richmond County, VA",county,05000US51159,8212,8855,9359,8426,8917
"Roanoke County, VA",county,05000US51161,8122,8106,8394,8339,8588
"Rockbridge County, VA",county,05000US51163,7057,7977,8104,7744,7617
"Rockingham County, VA",county,05000US51165,7319,8050,8543,8077,8496
"Russell County, VA",county,05000US51167,10462,11209,11085,10212,10001
"Scott County, VA",county,05000US51169,10051,11162,10723,10565,10623
"Shenandoah County, VA",county,05000US51171,8017,8171,8535,8408,8465
"Smyth County, VA",county,05000US51173,9584,9774,9935,9468,9955
"Southampton County, VA",county,05000US51175,7429,8718,9141,8620,8913
"Spotsylvania County, VA",county,05000US51177,9868,10242,9769,10058,10005
"Stafford County, VA",county,05000US51179,10349,10104,9962,10068,9747
"Surry County, VA",county,05000US51181,8793,8118,7503,6982,8215
"Sussex County, VA",county,05000US51183,9350,9340,9592,9229,9650
"Tazewell County, VA",county,05000US51185,10527,11217,10484,10635,10063
"Warren County, VA",county,05000US51187,7999,8282,8399,8403,8620
"Washington County, VA",county,05000US51191,9584,9830,9656,9450,9528
"Westmoreland County, VA",county,05000US51193,8469,8924,9433,8975,8943
"Wise County, VA",county,05000US51195,11513,12362,11456,10764,11348
"Wythe County, VA",county,05000US51197,9084,10120,10377,10128,9890
"York County, VA",county,05000US51199,8297,8688,8827,8854,8664
"Alexandria city, VA",county,05000US51510,8499,8409,8608,8235,8329
"Bedford city, VA",county,05000US51515,7773,7954,8542,8267,8346
"Bristol city, VA",county,05000US51520,9943,10211,10590,10533,10248
"Buena Vista city, VA",county,05000US51530,8189,8278,9420,8050,9245
"Charlottesville city, VA",county,05000US51540,6117,5142,5990,7293,7278
"Chesapeake city, VA",county,05000US51550,9159,9161,9332,9395,9303
"Colonial Heights city, VA",county,05000US51570,8383,8460,9046,9551,8986
"Covington city, VA",county,05000US51580,8902,9211,8817,8662,9292
"Danville city, VA",county,05000US51590,8483,8754,8486,8597,9154
"Emporia city, VA",county,05000US51595,9175,9460,9539,10266,8724
"Fairfax city, VA",county,05000US51600,,4517,7904,,9724
"Falls Church city, VA",county,05000US51610,7745,8220,8154,8202,7558
"Franklin city, VA",county,05000US51620,7768,7795,7999,9105,8290
"Fredericksburg city, VA",county,05000US51630,9398,9361,10599,9864,9479
"Galax city, VA",county,05000US51640,9258,8619,9461,8700,9810
"Hampton city, VA",county,05000US51650,8204,8621,8646,8996,8513
"Harrisonburg city, VA",county,05000US51660,8200,8322,6258,7712,8253
"Hopewell city, VA",county,05000US51670,9377,9845,9807,9941,9370
"Lexington city, VA",county,05000US51678,6865,8054,8088,7396,8068
"Lynchburg city, VA",county,05000US51680,8445,8475,8638,8343,8598
"Manassas city, VA",county,05000US51683,6542,8664,5805,5693,8538
"Manassas Park city, VA",county,05000US51685,9144,9225,7748,8208,8091
"Martinsville city, VA",county,05000US51690,7549,8103,8538,8445,8469
"Newport News city, VA",county,05000US51700,8006,8469,8881,8983,8839
"Norfolk city, VA",county,05000US51710,9223,9176,9359,9393,9302
"Norton city, VA",county,05000US51720,13824,12113,12063,10444,10827
"Petersburg city, VA",county,05000US51730,8860,9057,9757,9287,9000
"Poquoson city, VA",county,05000US51735,8774,8610,8919,8805,8725
"Portsmouth city, VA",county,05000US51740,8701,8860,8924,8589,8773
"Radford city, VA",county,05000US51750,8908,8633,9045,9981,10550
"Richmond city, VA",county,05000US51760,8442,8578,8824,9015,8755
"Roanoke city, VA",county,05000US51770,8488,8578,8619,8689,8417
"Salem city, VA",county,05000US51775,7665,8318,8649,8318,8355
"Staunton city, VA",county,05000US51790,8088,9021,8872,8770,8660
"Suffolk city, VA",county,05000US51800,8625,8743,9104,8615,8511
"Virginia Beach city, VA",county,05000US51810,9175,9397,9456,9808,9604
"Waynesboro city, VA",county,05000US51820,8326,8160,8394,8735,8788
"Williamsburg city, VA",county,05000US51830,8138,7998,8224,8273,8541
"Winchester city, VA",county,05000US51840,7949,7767,7971,8074,8418
"Adams County, WA",county,05000US53001,7447,8219,7860,6621,7394
"Asotin County, WA",county,05000US53003,8292,7949,7617,8359,7521
"Benton County, WA",county,05000US53005,8099,8188,8334,8485,8672
"Chelan County, WA",county,05000US53007,6837,7294,7625,7783,7553
"Clallam County, WA",county,05000US53009,6700,6733,6794,6775,7403
"Clark County, WA",county,05000US53011,7982,8272,8458,8057,7958
"Columbia County, WA",county,05000US53013,8625,7156,9018,7746,8957
"Cowlitz County, WA",county,05000US53015,8678,8194,8547,8770,8316
"Douglas County, WA",county,05000US53017,7375,7590,7933,8068,7998
"Ferry County, WA",county,05000US53019,8032,6778,8086,7110,7116
"Franklin County, WA",county,05000US53021,7286,7614,7349,8110,8038
"Garfield County, WA",county,05000US53023,10499,7759,8151,7630,7705
"Grant County, WA",county,05000US53025,7884,7934,7567,7747,7892
"Grays Harbor County, WA",county,05000US53027,8882,8548,8667,8234,8270
"Island County, WA",county,05000US53029,6929,6731,7105,6970,6860
"Jefferson County, WA",county,05000US53031,7036,7039,7046,6917,6811
"King County, WA",county,05000US53033,7682,7720,7849,7771,7678
"Kitsap County, WA",county,05000US53035,7868,7938,8045,7735,7728
"Kittitas County, WA",county,05000US53037,6969,7088,7354,7598,7480
"Klickitat County, WA",county,05000US53039,7889,7930,7325,8112,7597
"Lewis County, WA",county,05000US53041,7971,7763,7907,7893,7782
"Lincoln County, WA",county,05000US53043,8570,8886,9219,9461,8803
"Mason County, WA",county,05000US53045,7541,7629,7610,7261,7442
"Okanogan County, WA",county,05000US53047,6991,7147,7243,7644,7328
"Pacific County, WA",county,05000US53049,8621,8403,8410,8237,8045
"Pend Oreille County, WA",county,05000US53051,7336,7414,8099,7224,6839
"Pierce County, WA",county,05000US53053,8203,8272,8430,8201,8087
"San Juan County, WA",county,05000US53055,6257,6073,6369,6454,6735
"Skagit County, WA",county,05000US53057,7831,8207,8234,8117,7755
"Skamania County, WA",county,05000US53059,8434,7839,8084,8327,9280
"Snohomish County, WA",county,05000US53061,7876,8081,7989,7883,7737
"Spokane County, WA",county,05000US53063,8416,8486,8640,8536,8423
"Stevens County, WA",county,05000US53065,7618,7860,7409,7337,7686
"Thurston County, WA",county,05000US53067,7227,7455,7460,7473,7330
"Wahkiakum County, WA",county,05000US53069,7260,8224,7904,7865,7643
"Walla Walla County, WA",county,05000US53071,7068,7213,7491,7463,7450
"Whatcom County, WA",county,05000US53073,7248,7043,7307,7201,7014
"Whitman County, WA",county,05000US53075,8646,8501,8122,7917,8185
"Yakima County, WA",county,05000US53077,7546,7894,8104,7978,8077
"Barbour County, WV",county,05000US54001,9444,10585,10544,10066,9994
"Berkeley County, WV",county,05000US54003,8117,8698,8691,8759,8638
"Boone County, WV",county,05000US54005,11699,11090,11380,11793,11306
"Braxton County, WV",county,05000US54007,7030,7445,8780,8514,8919
"Brooke County, WV",county,05000US54009,11932,12607,11709,10920,12558
"Cabell County, WV",county,05000US54011,9091,9553,9896,10012,9651
"Calhoun County, WV",county,05000US54013,9918,10204,10669,10953,10788
"Clay County, WV",county,05000US54015,9387,9937,10139,11270,10314
"Doddridge County, WV",county,05000US54017,7604,9266,8808,9137,7462
"Fayette County, WV",county,05000US54019,10613,10448,11650,10975,10845
"Gilmer County, WV",county,05000US54021,8892,9645,10385,10009,9503
